country,has_bio,has_blog,followers,followings,commits,public_gist,public_repos,hirable
India,0,1,0,0,0,0,0,0

India,0,0,0,0,0,0,1,0

China,1,1,6,15,83,0,37,0

India,0,1,1,8,35,0,10,1

India,0,0,1,1,4,0,4,0

Poland,0,0,1,2,67,0,6,0

China,1,1,36,3,792,0,8,1

Poland,0,1,0,0,2,0,1,0

China,1,0,4,4,60,1,35,0

China,0,0,0,0,177,0,36,1

China,0,0,3,0,4,0,15,0

China,1,1,0,0,0,0,3,1

India,0,0,0,0,2,0,2,0

India,1,0,2,0,0,0,0,0

China,0,0,0,1,0,0,1,0

Philippines,1,0,0,2,0,0,3,0

India,0,0,0,0,0,0,0,0

India,0,0,0,2,5,0,5,0

India,0,0,0,0,0,0,0,1

India,1,1,22,51,196,1,12,0

Poland,0,1,0,0,0,0,1,0

Philippines,0,0,0,0,1,2,4,0

China,0,0,0,1,2,0,4,1

China,1,0,0,0,0,0,3,0

Ukraine,0,1,1,2,268,0,3,1

Philippines,1,1,0,0,2,0,0,1

India,0,0,0,0,0,0,0,0

India,1,0,0,0,2,1,27,1

India,0,1,0,0,1,0,1,0

India,1,0,0,0,2,0,1,0

India,1,0,0,1,13,1,7,1

Ukraine,0,0,0,2,0,1,2,0

China,0,0,5,19,45,0,38,1

